script,cluster,what_web,what_tex
v525_seam_bit_twist_blind,frontier,"SEAM.BIT.TWISTBLIND.01: the twist-state attack on the alignment bit DECIDED -- 'mark-decorated states do not see delta', an honest, decided NEGATIVE result (v508 style): the NINTH side-blind test on the v512 scoreboard (8 -> 9); the free-plus-twist class (everything Wick-computable) is EXHAUSTED (20 checks, ~80 s). [E] ALL LIFTINGS WELL-DEFINED AND BLIND: (a) sigma-gauge arc decoration (Z2): sigma o r = sigma on the swap axes makes the twisted Gram a diagonal unitary congruence D M D -- spectra IDENTICAL to untwisted (dev 0.0); (b) Kadanoff-Ceva 4-twist insertion omega(D .)/omega(D): well-defined on N = 32 (omega(D) real nonzero; the N = 16 odd-m degeneration is the C(even) = 0 checkerboard artifact); the RP SPECTRA depend on delta for the first time in the program (pairwise up to 1.05), but the INERTIA is (16, 0, 0) PD with the SAME eta = +i for every m -- the decoration sees delta, positivity does not; (c) the mu4 twist at beta = pi/2 is pure plane gauge; (c') genuine Bogoliubov defect beta = pi/4: Theta-compatibility selects exactly 2 of 16 sign patterns (NS-wrap forced), the winner genuinely non-monomial -- still PD, spectra identical. STRUCTURE THEOREM (empirical, mechanism exact): EVERY Theta-compatible quasi-free mark decoration is RP-spectrally INVISIBLE (the defect planes never straddle a cut bond; orthogonal congruence). [E] SUB-RESULTS: the defect energy E_def = 1.2752872 for EVERY m (spread 4e-40) -- delta-blind; the 4-twist Casimir ln|omega(D)| measures delta (-0.890 .. -1.348) but is exactly mirror-symmetric under m <-> 8 - m -- a family gauge, never a side selector; Kramers <Gamma>_tw = +1 for every m. [E] TWO BIT-PRESUPPOSING pi/2 STRUCTURES (the harvest): the eta flip +i -> -i on the mark-fixing axes (sigma o r = -sigma, odd sector exactly negated); the twist frustration of the mark-fixing mirror ((4, 4, 0) indefinite for both eta -- the lattice shadow of the Ising twist field's mirror-oddness) -- both formulable ONLY on the fixing axes existing iff delta = pi/2: they PRESUPPOSE the bit (v512 facet class), no selector. [E] NEGATIVE CONTROLS: the twist-free limit = v519/v521 exactly; the site cut keeps failing in every decorated state; the v512 counterwitness is arc-equivalent at N = 16 to the blind member pi/4 -- no state-level selector can exclude it; a single twist has omega(D) = 0 identically (twists exist only in mark pairs); the deck-paired FOUR-twist decoration is the minimal well-defined one. [O] the door narrows to a genuinely INTERACTING A_hol whose OS data are NOT Pfaffian-reducible to the chiral vacuum -- beyond every Wick-computable class. VERDICT: KILL exactly as preregistered; the alignment bit remains genuine discrete input. Discovery provenance: experiments/tfpt-discovery/seam_alignment_bit_twist_state_probe.py (20/20, 2026-07-23). NO marker moves.","\texttt{SEAM.BIT.TWISTBLIND.01}: the twist-state attack on the alignment bit DECIDED --- ``mark-decorated states do not see $\delta$'', an honest, decided NEGATIVE result (\vref{v508} style): the NINTH side-blind test on the \vref{v512} scoreboard ($8 \to 9$); the free-plus-twist class (everything Wick-computable) is EXHAUSTED. \mE\ ALL LIFTINGS WELL-DEFINED AND BLIND: (a) $\sigma$-gauge arc decoration ($\Z_2$): $\sigma \circ r = \sigma$ on the swap axes makes the twisted Gram a diagonal unitary congruence $DMD$ --- spectra IDENTICAL to untwisted (dev $0.0$); (b) Kadanoff--Ceva $4$-twist insertion $\omega(D\,\cdot)/\omega(D)$: well-defined on $N = 32$ ($\omega(D)$ real nonzero; the $N = 16$ odd-$m$ degeneration is the $C(\mathrm{even}) = 0$ checkerboard artifact); the RP SPECTRA depend on $\delta$ for the first time in the program (pairwise up to $1.05$), but the INERTIA is $(16, 0, 0)$ PD with the SAME $\eta = +i$ for every $m$ --- the decoration sees $\delta$, positivity does not; (c) the $\mu_4$ twist at $\beta = \pi/2$ is pure plane gauge; (c$'$) genuine Bogoliubov defect $\beta = \pi/4$: $\Theta$-compatibility selects exactly $2$ of $16$ sign patterns (NS-wrap forced), the winner genuinely non-monomial --- still PD, spectra identical. STRUCTURE THEOREM (empirical, mechanism exact): EVERY $\Theta$-compatible quasi-free mark decoration is RP-spectrally INVISIBLE (the defect planes never straddle a cut bond; orthogonal congruence). \mE\ SUB-RESULTS: the defect energy $E_{\mathrm{def}} = 1.2752872$ for EVERY $m$ (spread $4\times10^{-40}$) --- $\delta$-blind; the $4$-twist Casimir $\ln|\omega(D)|$ measures $\delta$ ($-0.890\,..\,{-1.348}$) but is exactly mirror-symmetric under $m \leftrightarrow 8 - m$ --- a family gauge, never a side selector; Kramers $\langle\Gamma\rangle_{\mathrm{tw}} = +1$ for every $m$. \mE\ TWO BIT-PRESUPPOSING $\pi/2$ STRUCTURES (the harvest): the $\eta$ flip $+i \to -i$ on the mark-fixing axes ($\sigma \circ r = -\sigma$, odd sector exactly negated); the twist frustration of the mark-fixing mirror ($(4, 4, 0)$ indefinite for both $\eta$ --- the lattice shadow of the Ising twist field's mirror-oddness) --- both formulable ONLY on the fixing axes existing iff $\delta = \pi/2$: they PRESUPPOSE the bit (\vref{v512} facet class), no selector. \mE\ NEGATIVE CONTROLS: the twist-free limit $=$ \vref{v519}/\vref{v521} exactly; the site cut keeps failing in every decorated state; the \vref{v512} counterwitness is arc-equivalent at $N = 16$ to the blind member $\pi/4$ --- no state-level selector can exclude it; a single twist has $\omega(D) = 0$ identically (twists exist only in mark pairs); the deck-paired FOUR-twist decoration is the minimal well-defined one. \mO\ the door narrows to a genuinely INTERACTING $\mathcal A_{\mathrm{hol}}$ whose OS data are NOT Pfaffian-reducible to the chiral vacuum --- beyond every Wick-computable class. VERDICT: KILL exactly as preregistered; the alignment bit remains genuine discrete input; no marker moves. \mE\mC\mO"
v526_seam_thermal_kms_nariai_bridge,frontier,"SEAM.THERMAL.KMS.01: the thermal seam -- KMS of the reconstructed free OS quotient CLOSED onto the Nariai/BH temperature chain (the THIRD LEG of c3). Verdict SUCCESS (22 checks, ~8.4 s). [E] beta MEASURED = N at both levels (N=8: omega=arcsinh(2^{-3/4}), kappa=q^{-8} exact; N=16: pairing exponent (N/2)+1=9); T_seam=1/N per clock step, beta_angle=2pi EXACT = 1/(4 c3), T_seam=4 c3 = Bisognano-Wichmann/Hawking normalisation (v208); modular Hamiltonian closed (nu1=cos(pi/24), nu2=cos(7pi/24); Tomita KMS beta=1 on all 256 pairs, residual 2.5e-38); c3 third leg class-1 selected (r=1); entropy S(8/16/32)=0.52187/0.63510/0.75006, DeltaS/ln2 -> 1/6, horizon fractions {1/3,2/3} do NOT transfer; [C-5] silver = C(3)/C(1) = 1/(2 cosh 2 omega - 1); non-compact Stieltjes => T=0. Discovery provenance: experiments/tfpt-discovery/seam_thermal_kms_nariai_bridge_probe.py (22/22, 2026-07-23). NO marker moves.","\texttt{SEAM.THERMAL.KMS.01}: the thermal seam --- KMS of the reconstructed free OS quotient CLOSED onto the Nariai/BH temperature chain (the THIRD LEG of $c_3$). Verdict SUCCESS. \mE\ $\beta$ MEASURED $= N$ at both levels ($N=8$: $\omega=\mathrm{arcsinh}(2^{-3/4})$, $\kappa=q^{-8}$ exact; $N=16$: pairing exponent $(N/2)+1=9$); $T_{\mathrm{seam}}=1/N$ per clock step, $\beta_{\mathrm{angle}}=2\pi$ EXACT $=1/(4c_3)$, $T_{\mathrm{seam}}=4c_3$ $=$ Bisognano--Wichmann/Hawking normalisation (\vref{v208}); modular Hamiltonian closed ($\nu_1=\cos(\pi/24)$, $\nu_2=\cos(7\pi/24)$; Tomita KMS-$\beta=1$ on all 256 pairs); $c_3$ third leg class-1 selected; entropy $S(8/16/32)=0.52187/0.63510/0.75006$, $\Delta S/\ln2\to1/6$, horizon fractions do NOT transfer; \mC\ silver $=C(3)/C(1)$ thermal kernel ratio; non-compact $\Rightarrow T=0$. NO marker moves. \mE\mC"
v527_seam_clock_silver_spectrum,frontier,"SEAM.CLOCK.SILVER.01: the silver clock eigenvalue EXPLAINED and DEMYSTIFIED (double verdict, anti-numerology style; 22 checks, ~10 s). STRUCTURE=SUCCESS: {1, sqrt2-1} closed via diagonal Hankel pencil at N=8, tan(pi/8)=C(3)/C(1), doubling=exact second quantisation, carrier=silver-midpoint axes of the mu4 torsor, gap=arcsinh(1)=gd^{-1}(pi/4); N-scaling shows pure N=8/16 Majorana lattice datum (not continuum); positive clock only for N==0 mod 8; golden family as N=10 control. CONNECTION=KILL: preregistered 11466-candidate census over 16 frozen numbers: 0 hits above null; placebos (golden, plastic) comparable -- NO readout connection. Cross-link v526: sqrt2-1 = C(3)/C(1) thermal kernel ratio. Discovery provenance: experiments/tfpt-discovery/seam_clock_silver_spectrum_probe.py (22/22, 2026-07-23). NO marker moves.","\texttt{SEAM.CLOCK.SILVER.01}: the silver clock eigenvalue EXPLAINED and DEMYSTIFIED (double verdict). STRUCTURE $=$ SUCCESS: $\{1,\sqrt2-1\}$ closed via diagonal Hankel pencil at $N=8$, $\tan(\pi/8)=C(3)/C(1)$, doubling $=$ exact second quantisation, carrier $=$ silver-midpoint axes, gap $=\mathrm{arcsinh}(1)=\mathrm{gd}^{-1}(\pi/4)$; $N$-scaling $=$ pure $N=8/16$ lattice datum. CONNECTION $=$ KILL: preregistered $11466$-candidate census over $16$ frozen numbers: $0$ hits above null; placebos comparable. Cross-link \vref{v526}: $\sqrt2-1$ $=$ thermal kernel ratio. NO marker moves. \mE"
v528_seam_bit_twist_class_definition,frontier,"SEAM.BIT.TWISTCLASS.01: the alignment bit as an exact measurable TWIST-CLASS choice (the physical definition; 18 checks, ~46 s). Verdict SUCCESS. [E] Facets #14 (eta-flip <=> delta=pi/2) and #15 (twist-frustration <=> delta=pi/2) both directions exact (cardinality lemma |A+|=|A-| => m=4; g-class census over all 224 axes: flip class exactly at {15,31} for m=4); order parameter O=flip-axis fraction=1/2 at m=4 else 0; class alternation (-,+,-,+) = nontrivial Z2 character of the Z8 clock-tower shadow; gauge-robust; unification #14=#15=flag-transitivity = ONE Z2 invariant (v512 web 13->15); Kramers=POSITION half (derived), twist class=MODULUS half (the input). [C] measurement sketch: defect transport around the axis torsor accumulates eta holonomy = relative pi phase iff bit set -- in principle interferometrically readable. Honest fence: the bit remains formal input. Discovery provenance: experiments/tfpt-discovery/seam_bit_twist_class_definition_probe.py (18/18, 2026-07-23). NO marker moves.","\texttt{SEAM.BIT.TWISTCLASS.01}: the alignment bit as an exact measurable TWIST-CLASS choice (the physical definition). Verdict SUCCESS. \mE\ Facets \#14 ($\eta$-flip $\Leftrightarrow\delta=\pi/2$) and \#15 (twist-frustration $\Leftrightarrow\delta=\pi/2$) both directions exact (cardinality lemma $|A_+|=|A_-|\Rightarrow m=4$; $g$-class census $224$ axes: flip class exactly at $\{15,31\}$); order parameter $O=1/2$ at $m=4$ else $0$; unification \#14=\#15=flag-transitivity $=$ ONE $\Z_2$ invariant (\vref{v512} web $13\to15$); Kramers $=$ POSITION half (derived), twist class $=$ MODULUS half (the input). \mC\ measurement sketch (interferometric in principle); the bit remains formal input. NO marker moves. \mE\mC"
v529_seam_interacting_toy_fk,frontier,"SEAM.INT.FKTOY.01: the minimal interacting Fidkowski-Kitaev seam toy -- the FIRST firing Kill-Test-2 shadow (triple-verdicted; 24 checks, ~97 s). F1=KILL: Theta exists (U_r^2=2^8, Theta^2=+1, conj_V V=4096, [Theta,H_g]=0) so Kill-Test 1 does NOT fire; BUT Kill-Test 2 FIRES at toy level -- RP breaks for every g>0: inertia ladder (37,0,0)->(33,4,0)->(31,6,0)->(29,8,0); Gibbs beta=2 same ladder; mechanism = interference; STRADDLE LAW (24/24): RP fails exactly on quartet-straddled cuts. F2=KILL: the TENTH side-blind test (9->10) -- Theta_15 maps H(m)->H(8-m) EXACTLY despite delta-seeing spectra (spread 1.32). F3=ERFOLG: grading + Z8 tower (Utilde^2=256 Gamma, V^2=256 Utilde) + FK anchor + constructive OS quotient at pi/2. [C] fence: one toy, one interaction class, flat-band parent -- narrows WOIT route, does NOT close it; WOIT.OS.TWISTOR.01 stays Open. Discovery provenance: experiments/tfpt-discovery/seam_interacting_toy_fk_probe.py (24/24, 2026-07-23). NO marker moves.","\texttt{SEAM.INT.FKTOY.01}: the minimal interacting Fidkowski--Kitaev seam toy --- the FIRST firing Kill-Test-2 shadow (triple-verdicted). F1 $=$ KILL: $\Theta$ exists so Kill-Test 1 does NOT fire; Kill-Test 2 FIRES at toy level --- RP breaks for every $g>0$ (inertia ladder $(37,0,0)\to(29,8,0)$); STRADDLE LAW ($24/24$). F2 $=$ KILL: the TENTH side-blind test ($9\to10$) --- $\Theta_{15}$ maps $H(m)\to H(8-m)$ EXACTLY. F3 $=$ ERFOLG: grading $+$ $\Z_8$ tower $+$ FK anchor $+$ constructive OS quotient at $\pi/2$. \mC\ fence: one toy / one interaction class --- narrows the Woit route, does NOT close it; \texttt{WOIT.OS.TWISTOR.01} stays Open. NO marker moves. \mE\mC\mO"
v530_center_quotient_compiler,registry,"Center quotient: Cv=v, Z³/Zv = [[8,2],[5,3]] atom matrix; row sums (7,11,13) self-code; CP code (1,7,11,13); det(C+kI)=(k+1)det(A+kI)","center quotient compiler: $Cv{=}v$, $\Z^3/\Z v$ quotient ${=}\left(\begin{smallmatrix}8&2\\5&3\end{smallmatrix}\right)$ (atoms); row sums $(7,11,13)$ self-code; CP code $(1,7,11,13)$; $\det(C{+}kI){=}(k{+}1)\det(A{+}kI)$"
v531_coxeter_tensor_stage_a,horizon,"Stage A tensor clock: T30 = Comp(Φ5)⊗Comp(Φ6), order 30, χ=Φ30; Ramanujan traces c30(k)=c5(k)c6(k); atom readout (2,4,8)","Stage A tensor clock: $T_{30}{=}\operatorname{Comp}(\Phi_5){\otimes}\operatorname{Comp}(\Phi_6)$, order $30$, $\chi{=}\Phi_{30}$; traces $c_{30}(k){=}c_5(k)c_6(k)$; atom readout $(2,4,8)$"
v532_e8_degree_modular_checksum,core,"Dual-degree checksum: (60,192,240,252) → 744=3·248, |W(E8)|, gcd 12; j = q⁻¹+744+…; D16 control 1488=3·496; primes<30 fingerprint [audit]","dual-degree checksum: $(60,192,240,252)$: sum $744{=}3{\cdot}248$, prod $|W(E_8)|$, gcd $12$; $j{=}q^{-1}{+}744{+}\dots$; $D_{16}$ control $1488{=}3{\cdot}496$; primes $<30$ fingerprint [audit]"
v533_ftransfer_disc7_norm,masses,"Sheet transfer = disc −7 norm line: D(t)=N(α_t), α_{t+1}=α_t+2, norms (2,4,14,32) on J→K→C→F, constant disc −7","sheet transfer as a $\operatorname{disc}{=}{-}7$ norm line: $D(t){=}N(\alpha_t)$, $\alpha_{t+1}{=}\alpha_t{+}2$, norms $(2,4,14,32)$ on $J{\to}K{\to}C{\to}F$"
v534_seam_straddle_cone,frontier,"SEAM.STRADDLE.CONE.01: the RP cone on the interacting FK quartets — the FIRST DYNAMICAL SELECTION of the alignment bit (15 checks, ~7 s). V1=KILL: the literal leading-order cone is empty everywhere (linear pencil cannot carry the selection; recoverable content = the straddled-cut drift sign pattern). V2=ERFOLG — THE SELECTION LAW: reflection positivity holds for EXACTLY ONE member × sign of the equivariant FK family — δ=π/2 with positive coupling, PD (37,0,0) on all four cuts incl. the untested straddled clock axes 7/15 for g∈{1/32..8}, min eigenvalue LIFTED off the RP boundary (1.78e-6 → 5.5e-5); asymmetric members die (s=+ at 1/32, s=− from 1/8). Exact geometry: π/2 = the unique symmetric-straddle member (quartet partition, reflection-closed straddles sign +1, four admissible cuts); Fix rays measured. Typed cross-link: the selected member m=4 carries the v528 twist-class order parameter O=1/2. [C] one toy / one interaction class; NO marker moves.","\texttt{SEAM.STRADDLE.CONE.01}: the RP cone on the interacting FK quartets --- the FIRST DYNAMICAL SELECTION of the alignment bit (double-verdicted). V1 $=$ KILL: the literal leading-order cone is EMPTY everywhere (the linear pencil cannot carry the selection). V2 $=$ ERFOLG --- THE SELECTION LAW: reflection positivity holds for EXACTLY ONE member $\times$ sign of the equivariant FK family --- $\delta=\pi/2$ with positive coupling, PD $(37,0,0)$ on all four cuts incl. the straddled clock axes $7/15$ for $g\in\{1/32..8\}$, minimum eigenvalue LIFTED off the RP boundary; asymmetric members die. Exact geometry: $\pi/2$ is the unique symmetric-straddle member (quartet partition, reflection-closed straddles, sign $+1$). \mC\ fence: one toy / one interaction class --- NO marker moves"
v535_hecke_from_geometry,core,"HECKE.GEOM.01: Hecke from geometry — Kneser #iso_lines = sigma3*#P3 (135/1120/19656/137600); nu_p = a Id + b T_p with a_p = b-sigma3 => a3=-4, a5=-2; dim V = 7 = 5+2 oldforms; pi_cusp = (28-T3)/32; 2-adic levels only (25 checks, ~11 s)","Hecke from geometry: Kneser $\#iso\_lines{=}\sigma_3{\cdot}\#P^3$ $(135/1120/19656/137600)$; $\nu_p{=}a\,Id{+}b T_p$, $a_p{=}b{-}\sigma_3$ ($a_3{=}{-}4$, $a_5{=}{-}2$); $\dim V{=}7{=}5{+}2$; $\pi_{cusp}{=}(28{-}T_3)/32$; 2-adic levels only"
v536_eichler_trace_layer,core,"HECKE.GEOM.EICHLER.01: Eichler trace layer at E8 — Witt λ_Eis; two-sided λ_geom=λ_Eis+a_p² (p=3 live, p=5 freeze); Type-A/B densities N_A=min(240(1+p³),#iso−1); signed a_p=−c(p)/8 (−4,−2,+24); O(1) assembler p≤31 (23 checks, ~30 s)","Eichler trace layer: $\lambda_{\mathrm{Eis}}{=}\sigma_3(\#\mathbb P^3{-}\sigma_3)$; $\lambda_{\mathrm{geom}}{=}\lambda_{\mathrm{Eis}}{+}a_p^2$ (anchors $352/3784/19840$); $N_A{=}\min(240(1{+}p^3),\#\mathrm{iso}{-}1)$ ($82560/743040$ at $p{=}7$); $a_p{=}{-}c(p)/8$ (${-}4,{-}2,{+}24$); $R{=}a_p^2$"
v537_halfintegral_bridge,core,"HECKE.GEOM.HALFINT.01: half-integral bridge — unique Sh_{t=2}(g)=-8 f8 in 70-monoid; T(p^2) eigen a_p(f8); U4(g)=0 / outside Kohnen 1982; Waldspurger R=23.1873585645... constant on 10 d≡1 mod 8 (20 checks, ~90 s)",Half-integral bridge: unique $\mathrm{Sh}_{t=2}(g){=}{-}8 f_8$ in the 70-monoid; $T(p^2)$-eigen with $a_p(f_8)$; $U_4(g){=}0$ / outside Kohnen 1982; Waldspurger $R{=}23.1873585645\ldots$ constant on 10 $d\equiv1\pmod 8$
v538_relative_trace_identity,core,"HECKE.GEOM.RTF.01: compiler relative-trace identity — Tr_V(ν_p∘π) bilateral independent (geom=spec) at p=3,5,7×5 projectors; Eichler orbit dictionary λ_Eis+a_p²; period side = lattice count with R=23.1873585645… (18 checks, ~14 s)","Compiler relative-trace identity: $\mathrm{Tr}_V(\nu_p\circ\pi)$ bilateral independent at $p=3,5,7$; Eichler orbit dictionary $\lambda_{\mathrm{Eis}}+a_p^2$; period side $=$ lattice count with $R{=}23.1873585645\ldots$"
v539_weil_structure_family,core,"RTF.GNS.WEIL.01: Weil structure of the compiler family — GNS fibre isolation (mix 5e-16); GL(1) core G₀=(1+Y)/(1−Y)=ζ_p(w−3)²/ζ_p(2w−6); Prime_F=2P_ζ−2P_ζ(g♭); TWO isolated obstructions (minus doubling; non-automorphic Corr); Q_fam≥0 on finite class (25 checks, ~6 s)",Weil structure of the compiler family: GNS fibre isolation; GL(1) core $G_0=(1+Y)/(1-Y)=\zeta_p(w-3)^2/\zeta_p(2w-6)$; $Q_{\mathrm{fam}}=2Q_\zeta(g)-2Q_\zeta(g_\flat)+\mathrm{Arch}+\mathrm{Corr}$; two isolated obstructions (minus doubling; non-automorphic Corr)
v540_amplitude_linear_carrier,core,"RTF.GNS.AMP.01: amplitude route and positive linear carrier — Dirac D²=family kernel exact + Hecke-equivariant; polarisation b=N₊−N₋, Θ pure σ₃-eigenform with Cohen seed Θ(d)=−48·L(−1,χ_d); CL deletion universal = square-class double counting; plus balance Q=Q_ζ(g₋)+Q_ζ(g₊); FE Λ_Θ(s)=8^{1−s}Λ_Θ†(5/2−s) exact; OPEN boundary = FE-covariant gap functional λ* on n≡6 mod 8 (Farkas witness) (34 checks, ~3 s)","Amplitude route and positive linear carrier: Dirac $D^2{=}$ family kernel (Hecke-equivariant); $b{=}N_+{-}N_-$, $\Theta$ pure $\sigma_3$-eigenform with Cohen seed $\Theta(d){=}{-}48\,L(-1,\chi_d)$; CL deletion universal $=$ square-class double counting; plus balance $Q{=}Q_\zeta(g_-){+}Q_\zeta(g_+)$; FE $\Lambda_\Theta(s){=}8^{1-s}\Lambda_{\Theta^\dagger}(5/2{-}s)$; open boundary $=$ gap functional $\lambda^*$ on $n\equiv6\bmod 8$"
v541_matching_lemma_ledger,core,"RTF.GNS.LEDGER.01: matching lemma and transport ledger package — window proof 7S<40A on ALL j≤10⁶ (0 violations, exact margin X=0.082159, ρ_crit=1.144); ledger Q_Weil=Q_cert+Δ_arch+Δ₂ closes exactly (Δ_pole≡Δ_conv≡0 proven); −ψ=(χ₋₄+¼χ₈+¼χ₋₈)·Θ character-exact; Δ_arch=A_fam−A_shift via Legendre duplication; coherent class closed by the λ-equivariant CM channel (g_λ two routes, μ₁∈[−1,1], λ-certificate 0.065 vs 0.236); NAMED limits: correlated-cancellation lemma OPEN + I5 one-family ⟺ Weil ⟺ RH (typing) (33 checks, ~10 s)",Matching lemma and transport ledger package: window proof $7S{<}40A$ on all $j\le10^6$ (exact margin $X{=}0.082159$); ledger $Q_{\mathrm{Weil}}{=}Q_{\mathrm{cert}}{+}\Delta_{\mathrm{arch}}{+}\Delta_2$ with $\Delta_{\mathrm{pole}}{\equiv}\Delta_{\mathrm{conv}}{\equiv}0$; $-\psi{=}(\chi_{-4}{+}\tfrac14\chi_8{+}\tfrac14\chi_{-8})\Theta$; $\Delta_{\mathrm{arch}}{=}A_{\mathrm{fam}}{-}A_{\mathrm{shift}}$ (Legendre duplication); coherent class closed by the $\lambda$-equivariant CM channel; named limits: one open classical lemma $+$ I5 (equivalence typing)
v542_margin_chain_identities,core,"PRIME.MARGIN.IDENT.01: the margin-chain identities of phase 2 — nine per-instance identities/theorems recomputed on small frame-A windows (24 seam instances n=3…97, ρ=1.25…4.00, every inverted matrix ≤ 300; 43 graded/fine grid pairs; 400 randomised profiles): border-weight identity Σ(1−g_i)=t_l+t_r ⇒ κ_flat=1 exact; the (T) four-term identity τ=‖y‖²−m_prot+m_fill−V_bord (two routes); profile identity p_{N−1}=2−p₀+2E with the equivalence 2E>p₀ ⟺ p_{N−1}>2; the Abel/Hölder curvature chain; matrix-free two-scale assembly = JᵀQJ and graded overlap = J; the Céa/Strang defect identity S_graded−S_uniform=RᵀX⁻¹R (PSD ⇒ one-sided); the secular sandwich + Albert sign equivalence (both directions); Perron sign constancy from S⁻¹>0 as an implication; the run-count chain n_run ≤ n_cross+1 ≤ s₂+2 with Σ|Δp−Δ̄|=TV(P) — each with a mutation control that fails loudly; per-instance only, nothing uniform in the zone index (44 checks, ~0.2 s)","Margin-chain identities of phase 2: border weight $\sum(1-g_i){=}t_l{+}t_r\Rightarrow\kappa_{\mathrm{flat}}{=}1$ exact; the (T) four-term identity; profile identity $p_{N-1}{=}2{-}p_0{+}2E$ with $2E{>}p_0\iff p_{N-1}{>}2$; the Abel/H\""older curvature chain; matrix-free assembly $=J^{\mathsf T}QJ$ and graded overlap $=J$; the C\'ea/Strang defect identity $S_{\mathrm{graded}}-S_{\mathrm{uniform}}=R^{\mathsf T}X^{-1}R$ (PSD, one-sided); the secular sandwich with Albert's sign equivalence; Perron sign constancy from $S^{-1}{>}0$ as an implication; the run-count chain and the TV rewrite --- per instance on small windows, nothing uniform in the zone index \mE"
v543_lumped_pair_identities,core,"PRIME.MMATRIX.IDENT.01: the lumped M-matrix pair of phase 2 — seven per-instance identities/theorems recomputed on small frame-A windows (20 seam windows n=4…59, ρ=1.25…4.00, h=25…299, every factorised matrix ≤ 300 → 40 symmetric matrices; 8 whitened two-grid rungs): the lumped pair A_B=A+L_Δ is Stieltjes with the row sums preserved and A_B ⪰ A in the Loewner order (an upper bound on λ_min(A), never a floor); the congruence A=A_B^{1/2}(I−W)A_B^{1/2} with λ_max(W)=ρ(L_ΔA_B⁻¹) and the declared circularity λ_max(W)<1 ⟺ A≻0 checked in both directions; the M-matrix anchor λ_min(A_B) ≥ 1/max_r x_r from one solve and one sign check; shift commutation plus entrywise M-matrix inverse monotonicity ⇒ the shifted ladder is structurally empty; Varga’s regular splitting as the identity ρ(J)=τ/(1+τ); the Collatz–Wielandt bracket at the anchor vector ⇒ a-priori ρ(J)<1 with no eigenvalue; and, as a NEGATIVE result, the k-scanned M18 majorant that stays above the preregistered bar 1/2 — each with a mutation control that fails loudly; per-instance only, nothing uniform in the zone index (35 checks, ~1 s)","Lumped $M$-matrix pair of phase 2: $A_B{=}A{+}L_\Delta$ Stieltjes with preserved row sums and $A_B\succeq A$ (an \emph{upper} bound on $\lambda_{\min}(A)$, never a floor); the congruence $A{=}A_B^{1/2}(I{-}W)A_B^{1/2}$ with $\lambda_{\max}(W){=}\rho(L_\Delta A_B^{-1})$ and the declared circularity $\lambda_{\max}(W){<}1\iff A{\succ}0$ in both directions; the $M$-matrix anchor $\lambda_{\min}(A_B)\ge1/\max_r x_r$; shift commutation with entrywise inverse monotonicity $\Rightarrow$ the shifted ladder is structurally empty; Varga's identity $\rho(J){=}\tau/(1{+}\tau)$; the Collatz--Wielandt bracket at the anchor vector giving an a-priori $\rho(J){<}1$; and the $k$-scanned M18 majorant as a \emph{negative} result against the preregistered bar $1/2$ --- per instance on small windows, nothing uniform in the zone index \mE\ + \mX"
v544_long_lag_support,core,"PRIME.LONGLAG.SUPP.01: the long-lag support structure of phase 2 — six per-instance structure statements on the same 20 frame-A windows (h=25…299, 3…25 prime-power atoms, 20555 positive off-diagonal edges, 455 loaded stripes, 39 bracketed lumped comparisons): the kernel splits exactly as c=c_arch−c_comb and the archimedean section alone has no positive off-diagonal, so every positive entry is comb-generated; supp(Δ) sits entirely on the anti-diagonal comb stripes at prime-power atom positions (fraction exactly 1.0); each stripe is a perfect matching, so its edge vectors are exactly orthogonal; the amplitude certificate Δ_rt ≤ c_comb[anti(r,t)] on every edge with no eigenvalue and no norm; the Green function of the lumped comparison bracketed two-sidedly (Neumann partial sum from below, anchor-weighted tail from above); and, as a NEGATIVE result, the absolute-value envelope family certified dead by ρ(|E|) ≥ 1.31 from below against the signed ρ(E) ≤ 0.99996 — per instance only, no decay law and no uniformity (24 checks, ~0.2 s)","Long-lag support structure of phase 2: $c{=}c_{\mathrm{arch}}{-}c_{\mathrm{comb}}$ exactly and the archimedean section carries \emph{no} positive off-diagonal, so every positive entry is comb-generated; $\mathrm{supp}(\Delta)$ sits entirely on the anti-diagonal comb stripes at prime-power atom positions; each stripe is a perfect matching with exactly orthogonal edge vectors; the amplitude certificate $\Delta_{rt}\le c_{\mathrm{comb}}[M{-}1{-}r{-}t]$; the Green function of the lumped comparison bracketed two-sidedly (Neumann partial sum from below, anchor-weighted tail from above); and the absolute-value envelope family certified \emph{dead} by $\rho(|E|)\ge1.31$ from below against the signed $\rho(E)\le0.99996$ --- per instance on small windows, no decay law \mE\ + \mX"
