src,dst,rel,strength
selected-window-family,finite-weil-window,INSTANCE_OF,CONDITIONAL
selected-window-family,rh/lean/RH/FrequentlySelected.lean,USED_BY,HEURISTIC
self-dual-measure,siegel-weil-carrier,CO_OCCURS,HEURISTIC
self-dual-measure,half-density,DUAL_TO,CONDITIONAL
self-dual-measure,analytic-object,INSTANCE_OF,HEURISTIC
self-dual-measure,additive-adeles,REQUIRES,THEOREM
siegel-weil-carrier,euler-side-blindness,BLOCKED_BY,CONDITIONAL
siegel-weil-carrier,farkas-witness-n-mod-8,BLOCKED_BY,THEOREM
siegel-weil-carrier,open-lambda-star-scale-law,BLOCKED_BY,CONDITIONAL
siegel-weil-carrier,positive-cone-blindness,BLOCKED_BY,CONDITIONAL
siegel-weil-carrier,positive-cone-blindness,BLOCKED_BY,CONDITIONAL
siegel-weil-carrier,quarter-shift-to-centre,BLOCKED_BY,THEOREM
siegel-weil-carrier,waldspurger-squares,CO_OCCURS,THEOREM
siegel-weil-carrier,analytic-object,INSTANCE_OF,HEURISTIC
siegel-weil-carrier,explicit-formula,REDUCES_TO,THEOREM
smooth-world,experiments/tfpt-discovery/transport_discriminator_probe.py,USED_BY,HEURISTIC
sos-pontryagin-language,positive-cone-blindness,BLOCKED_BY,CONDITIONAL
sos-pontryagin-language,positive-cone-blindness,BLOCKED_BY,CONDITIONAL
sos-pontryagin-language,spectral-framework,INSTANCE_OF,HEURISTIC
spectral-shift,analytic-object,INSTANCE_OF,HEURISTIC
spectral-shift,hilbert-polya-operator,REQUIRES,CONDITIONAL
spectral-shift,relative-determinant,REQUIRES,THEOREM
static-prime-event-log,analytic-object,INSTANCE_OF,HEURISTIC
static-prime-event-log,riemann-zeta,TRANSFORM_OF,THEOREM
stieltjes-function,barrier-nonreal-cofactor-zeros,BLOCKED_BY,CONDITIONAL
stieltjes-function,completely-monotone,SPECIAL_CASE_OF,THEOREM
stieltjes-function,pick-function,SPECIAL_CASE_OF,THEOREM
stochastic-scale-semigroup-on-connes-cokernel,finite-clock-commensurability,BLOCKED_BY,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,no-archimedean-prime-joint-space,BLOCKED_BY,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,no-canonical-integer-label,BLOCKED_BY,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,research-question,INSTANCE_OF,HEURISTIC
stochastic-scale-semigroup-on-connes-cokernel,adele-class-space,REQUIRES,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,no-composite-orbits,REQUIRES,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,self-dual-measure,REQUIRES,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,unitarity-of-emergent-time,REQUIRES,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,hilbert-polya-operator,WOULD_CLOSE,CONDITIONAL
stochastic-scale-semigroup-on-connes-cokernel,rh-as-reflection-positivity,WOULD_CLOSE,CONDITIONAL
strict-weil-window-floor-zhu,positivity-criterion,INSTANCE_OF,HEURISTIC
suzuki-screw-canonical-systems,experiments/tfpt-discovery/w1_theorem_probe.py,USED_BY,HEURISTIC
suzuki-screw-canonical-systems,notes/arxiv_w1_note/note_w1_suzuki_identification.tex,USED_BY,HEURISTIC
tate-information-loss,obstruction-class,INSTANCE_OF,HEURISTIC
tate-information-loss,verification/v1021_all_place_tate_rank_audit.py,USED_BY,THEOREM
tate-trace-projector,tate-information-loss,BLOCKED_BY,THEOREM
tate-trace-projector,analytic-object,INSTANCE_OF,HEURISTIC
tate-trace-projector,riemann-zeta,REALIZES,THEOREM
tate-trace-projector,verification/v1021_all_place_tate_rank_audit.py,USED_BY,HEURISTIC
terminal-statement,barrier-lossy-constant,BLOCKED_BY,CONDITIONAL
terminal-statement,research-question,INSTANCE_OF,HEURISTIC
terminal-statement,lstar-statement,REQUIRES,CONDITIONAL
terminal-statement,experiments/tfpt-discovery/budget_anatomy_probe.py,USED_BY,HEURISTIC
terminal-statement,experiments/tfpt-discovery/cross_chain_gamma_probe.py,USED_BY,HEURISTIC
terminal-statement,rh/lean/RH/Augmented.lean,USED_BY,HEURISTIC
terminal-statement,rh/lean/RH/Canonical.lean,USED_BY,HEURISTIC
terminal-statement,rh/lean/RH/Closure.lean,USED_BY,HEURISTIC
terminal-statement,rh/problem/compose_lemma.pdf,USED_BY,HEURISTIC
terminal-statement,rh/problem/compose_lemma.tex,USED_BY,HEURISTIC
terminal-statement,rh/problem/cross_chain_gamma.pdf,USED_BY,HEURISTIC
terminal-statement,rh/problem/cross_chain_gamma.tex,USED_BY,HEURISTIC
terminal-statement,rh/problem/qn_reopened.pdf,USED_BY,HEURISTIC
terminal-statement,rh/problem/qn_reopened.tex,USED_BY,HEURISTIC
terminal-statement,rh/problem/verify_cross_chain.py,USED_BY,HEURISTIC
terminal-statement,rh/problem/verify_qn_reopened.py,USED_BY,HEURISTIC
terminal-statement,verification/v960_terminal_surface_closure.py,USED_BY,HEURISTIC
terminal-statement,finite-weil-window,WOULD_CLOSE,CONDITIONAL
tfpt-c3,tfpt-compiler,INSTANCE_OF,HEURISTIC
tfpt-c3,tfpt-e8-compiler,REQUIRES,CONDITIONAL
tfpt-compiler,experiments/tfpt-discovery/clock_torsion_ecm_probe.py,USED_BY,HEURISTIC
tfpt-compiler,experiments/tfpt-discovery/compiler_arithmetic_bridge_probe.py,USED_BY,HEURISTIC
tfpt-compiler,experiments/tfpt-discovery/simplicity_core_census_probe.py,USED_BY,HEURISTIC
tfpt-compiler,experiments/tfpt-discovery/two_qubit_clifford_probe.py,USED_BY,HEURISTIC
tfpt-e8-compiler,tfpt-compiler,INSTANCE_OF,HEURISTIC
tfpt-e8-compiler,tfpt-e8-lattice,REALIZES,CONDITIONAL
tfpt-e8-compiler,experiments/tfpt-discovery/recursion_traces_probe.py,USED_BY,HEURISTIC
tfpt-e8-lattice,tfpt-compiler,INSTANCE_OF,HEURISTIC
tfpt-e8-lattice,e8-theta-series,REALIZES,THEOREM
tfpt-e8-lattice,experiments/tfpt-discovery/e8_local_densities_probe.py,USED_BY,HEURISTIC
tfpt-e8-lattice,experiments/tfpt-discovery/moonshot_hecke_groupoid_probe.py,USED_BY,HEURISTIC
tfpt-e8-lattice,verification/v536_eichler_trace_layer.py,USED_BY,HEURISTIC
tfpt-gcar,tfpt-compiler,INSTANCE_OF,HEURISTIC
tfpt-gcar,tfpt-e8-compiler,REQUIRES,CONDITIONAL
tfpt-gcar,experiments/tfpt-discovery/boundary_nullselector_probe.py,USED_BY,HEURISTIC
tfpt-gcar,verification/v785_hecke_check32.py,USED_BY,HEURISTIC
toeplitz-positivity,positivity-criterion,INSTANCE_OF,HEURISTIC
toeplitz-positivity,polya-frequency-function,REQUIRES,CONDITIONAL
toeplitz-positivity,experiments/tfpt-discovery/oddtoeplitz_pole_branch_probe.py,USED_BY,HEURISTIC
ucp-map,spectral-framework,INSTANCE_OF,HEURISTIC
ucp-map,cuntz-system,REQUIRES,THEOREM
ucp-map,experiments/tfpt-discovery/euler_operator_lift_probe.py,USED_BY,HEURISTIC
unitarity-of-emergent-time,research-question,INSTANCE_OF,HEURISTIC
unitarity-of-emergent-time,weil-positivity,WOULD_CLOSE,CONDITIONAL
van-dantzig-pair,analytic-object,INSTANCE_OF,HEURISTIC
vasyunin-gram-matrix,analytic-object,INSTANCE_OF,HEURISTIC
vasyunin-gram-matrix,nyman-beurling-space,REALIZES,THEOREM
verified-zeros-height,compact-window-certificate-mechanism,BLOCKED_BY,THEOREM
verified-zeros-height,analytic-object,INSTANCE_OF,HEURISTIC
vitali-montel,analytic-object,INSTANCE_OF,HEURISTIC
von-mangoldt,analytic-object,INSTANCE_OF,HEURISTIC
von-mangoldt,rh/problem/overlap_mechanism.pdf,KILLED_BY,HEURISTIC
von-mangoldt,rh/problem/overlap_mechanism.tex,KILLED_BY,HEURISTIC
von-mangoldt,rh/problem/p1_construction.pdf,KILLED_BY,HEURISTIC
von-mangoldt,rh/problem/p1_construction.tex,KILLED_BY,HEURISTIC
von-mangoldt,rh/problem/verify_overlap_mechanism.py,KILLED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/chain_mass_law_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/christoffel_pnt_gamma_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/coupledtau_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/frame_beyond_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/groupoid_halfdensity_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/mangoldt_incidence_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/prime_inequality_evosearch_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/prime_sqrt_uniformization_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/selberg_supply_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/suzuki_contact_probe.py,USED_BY,HEURISTIC
von-mangoldt,experiments/tfpt-discovery/turing_cert_probe.py,USED_BY,HEURISTIC
von-mangoldt,rh/problem/overlap_mechanism.pdf,USED_BY,HEURISTIC
von-mangoldt,rh/problem/overlap_mechanism.tex,USED_BY,HEURISTIC
von-mangoldt,rh/problem/p1_construction.pdf,USED_BY,HEURISTIC
von-mangoldt,rh/problem/p1_construction.tex,USED_BY,HEURISTIC
von-mangoldt,rh/problem/verify_overlap_mechanism.py,USED_BY,HEURISTIC
w2-form-density,research-question,INSTANCE_OF,HEURISTIC
w3-uniform-window-positivity,research-question,INSTANCE_OF,HEURISTIC
w4-global-positivity-transfer,research-question,INSTANCE_OF,HEURISTIC
w4-global-positivity-transfer,w2-form-density,REQUIRES,CONDITIONAL
w4-global-positivity-transfer,w3-uniform-window-positivity,REQUIRES,CONDITIONAL
w4-global-positivity-transfer,weil-positivity,WOULD_CLOSE,CONDITIONAL
waldspurger-squares,euler-side-blindness,BLOCKED_BY,CONDITIONAL
waldspurger-squares,positive-cone-blindness,BLOCKED_BY,CONDITIONAL
waldspurger-squares,positive-cone-blindness,BLOCKED_BY,THEOREM
waldspurger-squares,positive-cone-blindness,BLOCKED_BY,CONDITIONAL
waldspurger-squares,weight4-gl1-transport,BLOCKED_BY,CONDITIONAL
waldspurger-squares,spectral-framework,INSTANCE_OF,HEURISTIC
weight4-gl1-transport,research-question,INSTANCE_OF,HEURISTIC
weil-arch-term,analytic-object,INSTANCE_OF,HEURISTIC
weil-arch-term,experiments/tfpt-discovery/heat_arch_probe.py,USED_BY,HEURISTIC
weil-conjectures,analytic-object,INSTANCE_OF,HEURISTIC
weil-conjectures,riemann-hypothesis,SPECIAL_CASE_OF,HEURISTIC
weil-pole-term,analytic-object,INSTANCE_OF,HEURISTIC
weil-pole-term,experiments/tfpt-discovery/pnt_model_probe.py,USED_BY,HEURISTIC
weil-pole-term,experiments/tfpt-discovery/pole_rank_one_probe.py,USED_BY,HEURISTIC
weil-pole-term,experiments/tfpt-discovery/w1_dictionary_probe.py,USED_BY,HEURISTIC
weil-pole-term,verification/v591_pole_rank_one.py,USED_BY,HEURISTIC
weil-positivity,i5-transport-ledger-criterion,EQUIVALENT_TO,THEOREM
weil-positivity,riemann-hypothesis,EQUIVALENT_TO,THEOREM
weil-positivity,positivity-criterion,INSTANCE_OF,HEURISTIC
weil-positivity,weil-quadratic-form,REQUIRES,THEOREM
weil-positivity,experiments/tfpt-discovery/continuum_extension_probe.py,USED_BY,HEURISTIC
weil-positivity,experiments/tfpt-discovery/continuum_extraction_probe.py,USED_BY,HEURISTIC
weil-positivity,experiments/tfpt-discovery/duality_forms_probe.py,USED_BY,HEURISTIC
weil-positivity,experiments/tfpt-discovery/i5_connes_dictionary_probe.py,USED_BY,HEURISTIC
weil-positivity,experiments/tfpt-discovery/zone_extension_proof_probe.py,USED_BY,HEURISTIC
weil-positivity,tfpt_prime_front.tex#sec:i5,USED_BY,HEURISTIC
weil-positivity,verification/v848_extraction_chain.py,USED_BY,HEURISTIC
weil-prime-term,analytic-object,INSTANCE_OF,HEURISTIC
weil-prime-term,von-mangoldt,REQUIRES,THEOREM
weil-prime-term,experiments/tfpt-discovery/kernel_loewner_probe.py,USED_BY,HEURISTIC
weil-quadratic-form,analytic-object,INSTANCE_OF,HEURISTIC
weil-quadratic-form,explicit-formula,REQUIRES,THEOREM
weil-quadratic-form,weil-arch-term,REQUIRES,THEOREM
weil-quadratic-form,weil-pole-term,REQUIRES,THEOREM
weil-quadratic-form,weil-prime-term,REQUIRES,THEOREM
weil-quadratic-form,experiments/lean4-carrier-rigidity/TfptCarrier/WeilDictionary.lean,USED_BY,HEURISTIC
weil-quadratic-form,experiments/tfpt-discovery/gabor_honest_weil_game_probe.py,USED_BY,HEURISTIC
weil-quadratic-form,experiments/tfpt-discovery/gabor_scramble_gate_probe.py,USED_BY,HEURISTIC
weil-quadratic-form,experiments/tfpt-discovery/relay_test_probe.py,USED_BY,HEURISTIC
weil-quadratic-form,experiments/tfpt-discovery/stc_sol_convergence_probe.py,USED_BY,HEURISTIC
weil-quadratic-form,experiments/tfpt-discovery/thin_band_analytic_probe.py,USED_BY,HEURISTIC
weil-quadratic-form,experiments/tfpt-discovery/weil_window_profile_scout.py,USED_BY,HEURISTIC
weil-quadratic-form,rh/catalog/analysis/all_place_tate_audit.md,USED_BY,HEURISTIC
weil-quadratic-form,rh/lean/RH/Elementwise.lean,USED_BY,HEURISTIC
xi-fourier-function,analytic-object,INSTANCE_OF,HEURISTIC
xi-fourier-function,laguerre-polya-class,INSTANCE_OF,CONDITIONAL
xi-fourier-function,riemann-kernel,TRANSFORM_OF,THEOREM
zero-counting,analytic-object,INSTANCE_OF,HEURISTIC
zero-counting,riemann-zeta,REQUIRES,THEOREM
